good_model,bad_model,run_id,actual_score,expected_score
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r030,240.0,240.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r031,544.0,448.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r032,440.0,480.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r033,648.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r034,462.0,468.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r035,500.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r036,692.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r037,632.0,536.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r040,612.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r041,464.0,472.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r042,466.0,468.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r044,506.0,468.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r045,392.0,368.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r046,540.0,480.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r047,516.0,472.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r048,536.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r049,236.0,248.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r050,624.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r051,438.0,476.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r052,250.0,292.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r053,466.0,468.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r054,418.0,476.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r055,564.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r058,538.0,572.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r059,614.0,564.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r060,526.0,468.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r061,540.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r063,670.0,572.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r065,234.0,252.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r066,234.0,252.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r067,478.0,476.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r068,552.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r069,620.0,480.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r070,708.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r071,560.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r072,608.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r074,228.0,264.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r076,632.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r079,228.0,264.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r080,632.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r081,504.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r083,506.0,468.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r084,544.0,472.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r085,404.0,472.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r086,418.0,444.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r087,412.0,352.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r090,228.0,264.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r091,392.0,368.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r093,512.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r097,228.0,264.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r098,512.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r099,240.0,264.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r100,608.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r101,460.0,464.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r102,612.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r104,584.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r105,228.0,264.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r106,482.0,460.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r107,576.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r109,424.0,472.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r110,538.0,476.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r111,384.0,472.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r112,558.0,476.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r113,544.0,472.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r115,456.0,472.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r116,228.0,264.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r118,540.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r119,228.0,264.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r120,506.0,588.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r121,560.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r123,454.0,532.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r125,584.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r126,464.0,472.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r127,384.0,472.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r128,236.0,248.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r130,552.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r131,504.0,536.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r135,348.0,376.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r139,608.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r140,228.0,264.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r142,410.0,460.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r144,228.0,264.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r145,572.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r146,564.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r147,238.0,244.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r148,632.0,576.0
gpt-5.1,gpt-4o-mini,gpt-5.1_vs_gpt-4o-mini_r150,234.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r001,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r002,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r003,426.0,364.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r004,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r005,270.0,268.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r006,250.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r007,272.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r008,240.0,240.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r009,292.0,296.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r010,302.0,292.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r011,266.0,268.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r012,234.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r013,254.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r014,284.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r015,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r016,234.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r017,396.0,520.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r018,406.0,468.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r019,592.0,552.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r020,234.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r021,260.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r022,258.0,284.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r023,290.0,300.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r024,278.0,276.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r025,264.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r026,446.0,436.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r027,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r028,366.0,364.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r029,272.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r030,544.0,560.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r031,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r033,234.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r034,530.0,492.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r035,500.0,464.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r036,438.0,564.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r037,278.0,292.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r038,244.0,256.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r039,382.0,388.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r040,272.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r041,416.0,368.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r042,366.0,372.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r043,236.0,248.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r044,250.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r045,576.0,576.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r046,284.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r047,466.0,484.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r048,246.0,276.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r049,282.0,268.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r050,246.0,276.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r051,260.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r052,240.0,240.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r053,314.0,292.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r054,446.0,476.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r055,234.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r056,284.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r057,582.0,556.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r058,276.0,256.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r059,292.0,288.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r060,266.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r061,354.0,364.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r062,240.0,240.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r063,630.0,564.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r064,254.0,276.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r065,386.0,372.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r066,512.0,520.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r067,484.0,472.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r068,590.0,492.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r069,298.0,292.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r071,300.0,288.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r072,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r073,272.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r074,438.0,396.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r075,244.0,256.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r076,248.0,248.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r077,250.0,268.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r079,600.0,576.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r080,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r081,254.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r082,270.0,268.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r083,248.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r084,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r085,302.0,308.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r086,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r087,238.0,268.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r088,284.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r089,326.0,356.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r090,244.0,272.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r091,264.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r092,240.0,240.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r093,462.0,564.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r094,310.0,292.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r095,574.0,572.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r096,374.0,404.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r097,424.0,472.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r098,300.0,288.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r099,278.0,276.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r100,242.0,276.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r101,368.0,368.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r102,294.0,292.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r103,228.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r104,520.0,504.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r105,640.0,512.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r106,264.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r107,278.0,276.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r108,354.0,340.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r109,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r110,362.0,372.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r112,282.0,268.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r113,238.0,244.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r114,584.0,536.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r115,570.0,572.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r116,376.0,376.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r117,376.0,344.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r118,260.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r119,228.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r120,234.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r121,240.0,240.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r122,592.0,568.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r123,354.0,364.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r124,292.0,272.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r126,240.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r127,264.0,288.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r128,246.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r129,252.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r130,424.0,480.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r131,252.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r132,414.0,452.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r133,498.0,548.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r134,264.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r135,234.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r136,362.0,356.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r137,234.0,252.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r139,278.0,276.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r140,262.0,284.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r141,264.0,264.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r142,466.0,548.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r143,404.0,360.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r144,314.0,300.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r145,318.0,372.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r146,292.0,272.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r147,248.0,248.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r148,294.0,308.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r149,378.0,372.0
gpt-5.1,gpt-5.1,gpt-5.1_vs_gpt-5.1_r150,374.0,356.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r001,260.0,264.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r002,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r003,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r004,290.0,284.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r005,374.0,356.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r006,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r007,242.0,260.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r008,280.0,272.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r009,262.0,284.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r010,250.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r011,318.0,324.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r012,234.0,252.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r013,260.0,264.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r014,254.0,260.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r015,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r016,302.0,276.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r017,254.0,252.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r018,270.0,268.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r019,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r021,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r022,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r023,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r024,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r025,284.0,288.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r026,248.0,248.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r027,288.0,280.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r028,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r029,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r030,282.0,268.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r032,260.0,264.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r033,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r034,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r035,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r036,350.0,324.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r037,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r038,240.0,264.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r039,350.0,332.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r040,272.0,280.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r041,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r042,288.0,272.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r043,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r044,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r045,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r046,272.0,288.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r047,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r048,264.0,288.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r049,268.0,256.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r050,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r051,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r052,248.0,264.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r053,256.0,248.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r054,644.0,576.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r055,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r056,288.0,272.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r057,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r058,648.0,576.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r059,234.0,252.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r060,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r061,440.0,456.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r062,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r063,238.0,244.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r064,248.0,248.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r065,320.0,296.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r066,240.0,240.0
gpt-5.1,gpt-5.4,gpt-5.1_vs_gpt-5.4_r067,250.0,244.0
