model,repeat_index,actual_score,expected_score,elapsed_seconds,game_log_path
gpt-5.1,70,240,240,65.844,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r070.log
gpt-4.1,68,364,376.0,70.944,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r068.log
gpt-4o-mini,67,360,408.0,72.324,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r067.log
gpt-5.4,76,228,264.0,57.931,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r076.log
gpt-4o-mini,66,356,352.0,77.911,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r066.log
gpt-4.1,76,576,576.0,59.497,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r076.log
gpt-5.1,71,484,472.0,66.483,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r071.log
gpt-4.1,73,564,576.0,63.115,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r073.log
gpt-4.1,74,564,576.0,62.387,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r074.log
gpt-4.1,71,594,556.0,66.935,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r071.log
gpt-5.4,81,572,576.0,54.174,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r081.log
gpt-4o-mini,69,298,356.0,72.763,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r069.log
gpt-5.4,68,240,240,73.083,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r068.log
gpt-4.1,67,460,472.0,76.437,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r067.log
gpt-4o-mini,83,240,240,56.23,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r083.log
gpt-5.1,73,580,480.0,67.182,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r073.log
gpt-4.1,88,500,544.0,51.201,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r088.log
gpt-5.1,80,240,240,60.838,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r080.log
gpt-5.1,76,240,240,65.586,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r076.log
gpt-4.1,77,512,544.0,64.746,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r077.log
gpt-5.4,86,426,476.0,56.17,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r086.log
gpt-4.1,90,480,576.0,50.653,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r090.log
gpt-4.1,78,504,576.0,64.871,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r078.log
gpt-4o-mini,47,500,480.0,129.745,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r047.log
gpt-5.1,75,620,576.0,69.815,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r075.log
gpt-4.1,82,592,552.0,63.117,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r082.log
gpt-4.1,86,496,472.0,58.088,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r086.log
gpt-5.4,83,240,240,61.481,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r083.log
gpt-4.1,80,242,276.0,65.438,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r080.log
gpt-4.1,70,408,464.0,78.762,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r070.log
gpt-4o-mini,76,528,520.0,70.724,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r076.log
gpt-5.4,89,240,240,53.95,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r089.log
gpt-5.1,74,588,576.0,72.494,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r074.log
gpt-5.1,83,228,264.0,62.998,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r083.log
gpt-4o-mini,70,468,464.0,79.841,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r070.log
gpt-4.1,94,470,452.0,45.167,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r094.log
gpt-5.4,84,240,240,62.449,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r084.log
gpt-4.1,75,236,272.0,72.484,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r075.log
gpt-5.1,79,504,576.0,67.324,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r079.log
gpt-4o-mini,82,512,448.0,65.596,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r082.log
gpt-4.1,81,588,576.0,66.536,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r081.log
gpt-5.4,82,240,240,65.471,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r082.log
gpt-5.4,87,240,240,60.684,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r087.log
gpt-5.1,82,560,576.0,66.432,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r082.log
gpt-5.1,85,240,240,63.762,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r085.log
gpt-5.4,93,240,240,50.289,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r093.log
gpt-4o-mini,75,228,240.0,75.466,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r075.log
gpt-4o-mini,87,394,396.0,62.564,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r087.log
gpt-4.1,93,440,456.0,51.885,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r093.log
gpt-5.1,78,552,544.0,71.489,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r078.log
gpt-5.1,84,528,576.0,67.0,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r084.log
gpt-5.1,90,520,480.0,57.642,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r090.log
gpt-5.4,92,576,576.0,53.368,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r092.log
gpt-4o-mini,85,234,252.0,66.534,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r085.log
gpt-5.4,88,632,576.0,62.352,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r088.log
gpt-4o-mini,74,458,460.0,78.806,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r074.log
gpt-4.1,79,668,576.0,72.361,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r079.log
gpt-5.1,89,656,576.0,60.735,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r089.log
gpt-4.1,92,572,544.0,55.267,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r092.log
gpt-4.1,91,630,564.0,57.926,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r091.log
gpt-4o-mini,79,156,168.0,73.875,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r079.log
gpt-4o-mini,84,500,472.0,69.846,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r084.log
gpt-4o-mini,92,356,408.0,57.079,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r092.log
gpt-4.1,83,570,572.0,71.112,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r083.log
gpt-5.1,88,240,240,64.652,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r088.log
gpt-5.4,90,442,540.0,60.55,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r090.log
gpt-4.1,85,506,492.0,68.807,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r085.log
gpt-5.1,77,608,576.0,77.784,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r077.log
gpt-5.4,85,240,240,69.586,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r085.log
gpt-5.1,91,480,576.0,60.675,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r091.log
gpt-5.4,91,240,240,60.144,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r091.log
gpt-5.1,87,536,576.0,68.648,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r087.log
gpt-5.1,86,336,360.0,70.612,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r086.log
gpt-4.1,98,398,356.0,36.656,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r098.log
gpt-4.1,87,568,552.0,71.51,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r087.log
gpt-4o-mini,81,454,436.0,78.894,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r081.log
gpt-4o-mini,80,232,232,79.804,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r080.log
gpt-5.1,92,564,576.0,63.579,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r092.log
gpt-4o-mini,89,240,240,72.032,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r089.log
gpt-5.1,94,648,576.0,58.559,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r094.log
gpt-5.4,94,240,240,54.397,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r094.log
gpt-4.1,89,636,552.0,72.729,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r089.log
gpt-5.4,95,240,240,49.513,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r095.log
gpt-4o-mini,78,384,424.0,85.549,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r078.log
gpt-5.1,81,240,240,82.711,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r081.log
gpt-4o-mini,65,330,356.0,115.659,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r065.log
gpt-4o-mini,91,410,428.0,74.948,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r091.log
gpt-4o-mini,95,410,388.0,61.103,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r095.log
gpt-4o-mini,88,342,348.0,81.617,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r088.log
gpt-5.4,96,228,264.0,51.842,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r096.log
gpt-5.1,93,240,240,73.052,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r093.log
gpt-4.1,95,446,484.0,58.998,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r095.log
gpt-4o-mini,86,282,276.0,85.916,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r086.log
gpt-4o-mini,93,550,484.0,75.38,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r093.log
gpt-4o-mini,90,416,416.0,81.038,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r090.log
gpt-5.4,101,648,576.0,46.981,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r101.log
gpt-5.4,98,240,240,51.008,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r098.log
gpt-4o-mini,77,476,456.0,99.806,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r077.log
gpt-4o-mini,99,232,232,52.302,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r099.log
gpt-5.1,96,564,576.0,59.317,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r096.log
gpt-5.1,98,332,368.0,53.953,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r098.log
gpt-5.1,97,584,576.0,58.814,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r097.log
gpt-4o-mini,96,500,440.0,66.011,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r096.log
gpt-5.4,99,240,240,55.883,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r099.log
gpt-5.4,100,240,240,54.432,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r100.log
gpt-4.1,97,370,460.0,61.988,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r097.log
gpt-5.4,97,240,240,60.566,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r097.log
gpt-5.4,104,240,240,50.448,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r104.log
gpt-5.1,101,324,384.0,57.749,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r101.log
gpt-4o-mini,94,496,464.0,83.614,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r094.log
gpt-5.1,95,560,576.0,72.245,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r095.log
gpt-5.4,102,240,240,56.521,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r102.log
gpt-4o-mini,102,570,508.0,57.66,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r102.log
gpt-4o-mini,101,252,280.0,59.249,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r101.log
gpt-5.1,103,360,360.0,54.685,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r103.log
gpt-4o-mini,100,240,240,62.427,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r100.log
gpt-4.1,99,588,576.0,63.385,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r099.log
gpt-4.1,101,524,568.0,60.956,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r101.log
gpt-4.1,120,228,264.0,34.238,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r120.log
gpt-5.4,106,692,576.0,51.196,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r106.log
gpt-4.1,106,388,408.0,53.423,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r106.log
gpt-5.4,107,240,240,49.126,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r107.log
gpt-5.4,103,240,240,56.866,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r103.log
gpt-5.1,99,552,576.0,65.345,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r099.log
gpt-4.1,96,406,524.0,73.837,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r096.log
gpt-5.1,102,240,240,61.876,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r102.log
gpt-4.1,102,538,476.0,62.179,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r102.log
gpt-4o-mini,97,412,456.0,72.337,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r097.log
gpt-4o-mini,105,346,300.0,57.882,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r105.log
gpt-4o-mini,98,486,436.0,71.752,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r098.log
gpt-4.1,112,724,552.0,47.252,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r112.log
gpt-5.4,108,240,240,52.584,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r108.log
gpt-4o-mini,111,230,236.0,48.859,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r111.log
gpt-5.1,104,564,576.0,60.561,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r104.log
gpt-5.1,100,298,364.0,69.089,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r100.log
gpt-4.1,104,560,576.0,62.369,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r104.log
gpt-5.4,105,240,240,61.574,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r105.log
gpt-4o-mini,104,232,232,63.388,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r104.log
gpt-5.4,111,240,240,51.654,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r111.log
gpt-5.4,116,240,240,47.258,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r116.log
gpt-4.1,105,320,392.0,64.685,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r105.log
